id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16199463,Private room very close to centre of Amsterdam!,78567473,Melly,,Westerpark,52.38961012,4.881475192,Private room,80,2,11,11/11/2018,0.83,2,10
16199890,Sunny and comfortable houseboat near centre A'dam,105802920,Helen,,Westerpark,52.37215133,4.867822589,Entire home/apt,125,2,30,3/31/2018,1.29,2,0
16199928,great apartment close to museums & Leidseplein,7594884,"Ruben, Sarah & Lindy",,De Baarsjes - Oud-West,52.36329906,4.879110817,Entire home/apt,109,3,13,9/29/2018,0.74,21,0
16200211,Perfect family home in quiet neighborhood,47410833,Robbert,,Slotervaart,52.35177467,4.827955655,Entire home/apt,139,4,5,8/22/2017,0.21,1,0
16201975,Perfect nice warm & cosy place2be!,6400985,Sigrid,,De Pijp - Rivierenbuurt,52.35588287,4.88836793,Private room,70,4,37,7/2/2018,1.8,1,126
16202534,Room on Loungeclipper 15 min to Centre (No 2),22879651,Wamme,,IJburg - Zeeburgereiland,52.35348873,5.006111404,Private room,52,2,32,1/1/2018,1.32,8,0
16202960,Room on Loungeclipper 15 min to Centre (No 3),22879651,Wamme,,IJburg - Zeeburgereiland,52.35387562,5.00467436,Private room,52,2,30,1/6/2018,1.25,8,0
16203297,Room on Loungeklipper 15 min to Centre (No 1),22879651,Wamme,,IJburg - Zeeburgereiland,52.35374259,5.00452722,Private room,52,2,13,12/30/2017,0.55,8,0
16203884,Room on Loungeclipper 15 min to Centre (No 6),22879651,Wamme,,IJburg - Zeeburgereiland,52.35367084,5.006763813,Private room,52,2,17,1/6/2018,0.72,8,0
16204076,Room on Loungeclipper 15 min to Centre (No 7),22879651,Wamme,,IJburg - Zeeburgereiland,52.35350122,5.006656489,Private room,52,2,20,1/4/2018,0.85,8,0
16204214,Great Apartment in Amsterdam Noord,29425470,Maartje,,Oud-Noord,52.39365721,4.939576293,Entire home/apt,140,2,5,8/24/2018,0.27,1,60
16206442,Studio 5 minutes from Amsterdam Central Station!,105862885,Hong,,Westerpark,52.39034589,4.88783381,Entire home/apt,569,1,16,11/18/2018,0.66,1,89
16208146,Amazing private apartment in the City Centre,105879755,Alexander,,Centrum-West,52.36630609,4.881066864,Private room,210,7,10,10/1/2017,0.45,1,0
16208749,Complete apartment in a quiet street in De Pijp,7667088,Toine,,De Pijp - Rivierenbuurt,52.35043551,4.906261513,Entire home/apt,149,1,13,10/14/2018,0.63,1,0
16210580,Room Amsterdam,22000171,Cristina,,Bos en Lommer,52.38233605,4.854997011,Private room,70,2,151,12/2/2018,6.24,2,53
16211736,Historical apartment @ City centre,25677161,Ewout,,Centrum-West,52.37613777,4.878415853,Private room,195,5,30,11/24/2018,2.13,1,264
16212126,Central apartment in front of the canal,14915010,Danielle,,Centrum-Oost,52.36776949,4.898586136,Entire home/apt,125,3,14,9/3/2018,0.6,1,6
16212507,INCREDIBLY FAB garden apt. in trendy A'dam east!,669178,Sammy,,Oostelijk Havengebied - Indische Buurt,52.36014215,4.941863974,Entire home/apt,149,2,18,12/2/2018,0.9,17,0
16222476,"Light en spacious apartment, conveniently located",3955912,Thomas,,Buitenveldert - Zuidas,52.33407639,4.877324096,Entire home/apt,179,2,9,9/19/2017,0.37,1,0
16222778,Private studio apartment in Amsterdam center,106001550,Deniz F.,,Centrum-West,52.38158894,4.88421337,Private room,70,3,26,11/27/2018,1.08,1,88
16223096,Cozy room with a loggia and a nice water view,106003312,Vladimir,,Bos en Lommer,52.37755378,4.839060623,Private room,135,1,63,10/21/2018,2.68,1,355
16223491,"Cosy,Spacious 72m & light apartment",8895368,Stephanie,,De Pijp - Rivierenbuurt,52.35618306,4.902686452,Entire home/apt,120,3,17,2/25/2018,0.75,1,0
16223978,Newly renovated room close to city center,44485724,Belinda,,De Baarsjes - Oud-West,52.36693451,4.866407569,Private room,110,2,7,5/26/2018,0.29,1,0
16224376,New apartment in the heart of Amsterdam,45659759,Suyun,,Centrum-Oost,52.36372782,4.883800739,Entire home/apt,120,2,41,6/16/2018,1.71,1,0
16226512,"Lovely appartment, perfect for a couple!",45167463,Lucy,,Oud-Oost,52.35739426,4.913747352,Entire home/apt,150,3,12,8/27/2018,0.6,1,0
16233376,Spacious and bright appartement near Pijp area,29864655,Yola,,De Pijp - Rivierenbuurt,52.34094153,4.892895314,Entire home/apt,114,4,2,10/23/2017,0.08,1,0
16233999,Attractive central canal-view apartment,44025751,Paulien,,De Baarsjes - Oud-West,52.37056785,4.864504402,Entire home/apt,90,2,12,4/11/2018,0.5,1,2
16234075,Private rooms in Oosterparkbuurt,106103080,Andreas,,Oud-Oost,52.35677331,4.921646598,Entire home/apt,80,3,2,1/1/2017,0.08,1,0
16235122,Cozy and light apartment (with christmas tree!),6418831,Caroline,,Centrum-West,52.38128382,4.885546909,Entire home/apt,101,1,4,1/6/2017,0.17,1,0
16235797,Modern canal-district residence,35394837,Matthijs,,Centrum-Oost,52.36537366,4.886311723,Private room,240,1,142,11/17/2018,5.92,1,66
16235805,Modern apartment with a garden close to Central St,21561036,Jana,,Oud-Noord,52.39608042,4.918613201,Entire home/apt,89,2,8,8/19/2018,0.34,1,0
16239995,Charming apartment 5min Rijksmuseum,7026312,Dominika,,Zuid,52.35327594,4.884857537,Entire home/apt,140,2,15,7/14/2018,0.76,1,81
16246774,Very cosy apartment in city center of Amsterdam!,106222745,Sophie,,Westerpark,52.37849376,4.8740527,Private room,70,1,20,11/9/2018,0.82,1,0
16247641,Cozy 40mq  flat/ small room in De Pijp,22032512,Elena,,De Pijp - Rivierenbuurt,52.35396279,4.904109548,Private room,60,3,44,11/18/2018,1.82,1,30
16247842,Studio on Beautiful houseboat - near CITY CENTER,105536860,Marina,,Zuid,52.34101319,4.848054108,Private room,68,2,19,10/28/2018,0.81,1,21
16249018,"Fantastic room in heart of Amsterdam, LEIDSEPLEIN!",106233076,Niki,,Centrum-Oost,52.36361457,4.881692962,Private room,120,2,48,10/29/2018,2.05,1,354
16249620,Cozy  private studio in the citycenter!,15996910,Eva,,Centrum-West,52.37143207,4.893054018,Private room,75,1,124,11/18/2018,5.16,6,32
16249682,Modern & Spacious APT | near CITY CENTER,65859990,Martijn,,De Pijp - Rivierenbuurt,52.35590493,4.888515231,Entire home/apt,143,2,10,8/17/2017,0.43,208,0
16249820,Private studio in the center with own bathroom!,15996910,Eva,,Centrum-West,52.37086366,4.895116565,Private room,75,1,108,12/3/2018,4.49,6,34
16250058,Modern & Bright APT | near CITY CENTER,65859990,Martijn,,Zuid,52.34763896,4.849619503,Entire home/apt,130,2,10,8/21/2017,0.43,208,0
16250628,Kinker apartment,7594884,"Ruben, Sarah & Lindy",,De Baarsjes - Oud-West,52.36456873,4.858882308,Entire home/apt,149,3,0,,,21,0
16250935,Sunny West Apartment,7594884,"Ruben, Sarah & Lindy",,De Baarsjes - Oud-West,52.37344868,4.856637273,Entire home/apt,119,3,0,,,21,0
16250956,Beautiful Monumental Canal Penthouse (120Ms) in the City Center,65859990,Martijn,,Centrum-Oost,52.36483106,4.889121027,Entire home/apt,240,2,19,11/11/2017,0.79,208,0
16253557,Small room with  garden view,44175289,Catherine,,De Pijp - Rivierenbuurt,52.34484418,4.898197589,Private room,83,2,51,11/25/2018,2.13,3,250
16254232,"Space & comfort + 2BRM @De Pijp, perfect location!",31005879,Sebastiaan,,De Pijp - Rivierenbuurt,52.3571864,4.892159685,Entire home/apt,185,3,3,4/9/2017,0.14,1,0
16254318,Ruimte en licht in BB222 in de Oude Pijp,102253386,Ben,,De Pijp - Rivierenbuurt,52.35608205,4.895820904,Private room,130,2,108,12/2/2018,4.6,1,309
16254749,Large design apt. with garden. Central location,106283475,Jordan,,De Pijp - Rivierenbuurt,52.35646103,4.897849973,Entire home/apt,1000,3,10,9/25/2017,0.43,1,362
16262533,Beautiful light appartement near Vondelpark,68552238,Ilona,,Zuid,52.35369802,4.851358497,Entire home/apt,150,2,9,7/30/2018,0.37,1,0
16263479,Luxury APT | near CITY CENTER | Roof terrace,65859990,Martijn,,Zuid,52.35474751,4.874111611,Entire home/apt,175,2,22,11/18/2018,0.94,208,0
16263796,Colourful & Modern APT | near CITY CENTER,65859990,Martijn,,Centrum-West,52.38261845,4.885216953,Entire home/apt,127,3,25,10/29/2018,1.06,208,8
16264055,Cosy luxery apartment. Top location in Amsterdam,106357936,Onno,,Centrum-West,52.37280339,4.881836898,Entire home/apt,275,1,36,10/14/2018,1.54,1,148
16265237,Sunny & Cozy apartment available in A'dam West,4662724,Philine,,De Baarsjes - Oud-West,52.37043874,4.860570981,Entire home/apt,200,3,4,4/16/2017,0.18,2,0
16265721,Spacious & bright apartment in a lovely local area,106368785,Rinse,,Westerpark,52.38002156,4.870184948,Entire home/apt,110,2,1,3/13/2017,0.05,1,0
16265950,Stylish & Characteristic Rooftop Apartment,5979593,Tiffany,,Centrum-Oost,52.37070516,4.907967303,Entire home/apt,199,3,3,4/30/2017,0.13,1,0
16266396,Cozy apartment with balcony in quiet South area,106373958,Kasper,,De Pijp - Rivierenbuurt,52.3422479,4.907142974,Entire home/apt,90,2,11,8/7/2018,0.47,1,0
16269310,Spacious ground floor apartment in great area,106399080,Sophie,,Oud-Oost,52.36557565,4.925922223,Entire home/apt,120,1,21,11/11/2018,0.87,1,0
16269728,Cosy Room with Canal View in front of Westerpark,13659453,Vincenzo,,Westerpark,52.38545492,4.8712005,Private room,66,5,22,5/20/2018,0.92,2,31
16270674,Big modern loft for interior lover 2-4 persons,39451523,Annikó,,Slotervaart,52.35009538,4.839685902,Entire home/apt,150,2,9,11/4/2018,0.61,1,358
16270715,Lovely 86m2 Luxurious Apartment,14408672,Joshua,,Slotervaart,52.36697721,4.834978172,Entire home/apt,500,2,6,8/14/2017,0.25,3,90
16270813,Fantastic ground floor apartment in the center!,62678360,Menke,,De Pijp - Rivierenbuurt,52.35389457,4.887949516,Entire home/apt,145,4,18,10/17/2018,1.01,1,335
16272779,Cozy modern apartment in Amsterdam,89515919,Nilo,,Geuzenveld - Slotermeer,52.37624905,4.802616267,Private room,80,4,27,9/9/2018,1.15,2,164
16274239,COZY ROOM WITH PRIVET BALCONY   CLOSE TO CENTRAAL,106436983,Esmeralda,,Bos en Lommer,52.38160404,4.852614076,Private room,65,1,34,9/25/2017,1.45,1,0
16277689,Lovely apartment - PIJP,106467757,Jeja & Bob,,De Pijp - Rivierenbuurt,52.35659678,4.900502715,Entire home/apt,130,3,12,5/7/2018,0.51,1,3
16278253,Modern & Spacious Apartment near Westerpark,28141752,Milla,,Bos en Lommer,52.3820346,4.852218641,Entire home/apt,90,2,2,1/19/2017,0.08,1,0
16280593,Classic Amsterdam apartment near Museum Square,61629911,Xander,,Zuid,52.35413989,4.883987317,Entire home/apt,135,3,5,7/20/2017,0.21,1,39
16280897,Trendy (garden) apartment Amsterdam city centre,7269376,Nassira,,Oud-Oost,52.34949263,4.913714252,Entire home/apt,125,2,31,9/16/2018,1.36,1,0
16282378,Light and spacious apartment near center,78409362,Juriaan,,Bos en Lommer,52.3835497,4.854606974,Entire home/apt,150,2,13,10/22/2018,0.66,1,77
16284951,"Simple style, lovely location.",12452138,Maaike,,Zuid,52.35260092,4.85525367,Private room,72,1,1,12/18/2016,0.04,1,0
16285191,"Luxe, light, spacious appartment - best location!",6995450,Marieke,,Centrum-Oost,52.36240068,4.889058583,Entire home/apt,175,5,5,10/4/2018,0.34,1,3
16286542,Perfect for New Years Eve with Large Balcony!!,105681650,Pauline,,De Pijp - Rivierenbuurt,52.35737466,4.902664731,Entire home/apt,200,1,1,12/26/2016,0.04,1,0
16286936,"Spacious, light apartment 10min from Cent. Station",9882618,Roselle,,Westerpark,52.38250505,4.87196298,Entire home/apt,99,3,12,11/18/2018,0.51,1,58
16287279,Beautiful apartment on the Dam square!,36506918,Vagarsh,,Centrum-West,52.37279565,4.894436123,Entire home/apt,180,5,12,10/13/2018,0.6,1,97
16291343,Cosy Modern Luxurious apartment in South Amsterdam,9994485,Willemijn,,De Pijp - Rivierenbuurt,52.34244521,4.910509515,Entire home/apt,95,3,2,12/29/2016,0.08,1,0
16291449,Cozy apartment near RAI,5734479,Mirka,,De Pijp - Rivierenbuurt,52.34599317,4.888846021,Entire home/apt,145,2,25,10/22/2018,1.06,1,47
16292533,Perfect familiehuis in Amsterdam-Noord,106587525,Duka,,Oud-Noord,52.39163017,4.949403277,Entire home/apt,140,2,7,8/26/2018,0.3,1,63
16292686,Private room in cozy apartment,65371869,Daphne,,Oostelijk Havengebied - Indische Buurt,52.35921776,4.934444224,Private room,75,2,7,10/25/2017,0.31,1,17
16294769,Beautiful apartment in Adam-West. Next to Jordaan,40042248,Flavien,,Westerpark,52.37648269,4.872275943,Entire home/apt,150,2,1,1/1/2017,0.04,1,0
16295793,PENTHOUSE APT with ROOF TERRACE | CITY CENTER,79611446,Zoe,,De Pijp - Rivierenbuurt,52.35353431,4.904037079,Entire home/apt,110,2,2,9/15/2017,0.13,1,0
16296636,Rembrandtplein Apartment Amsterdam,25389632,Dan,,Centrum-Oost,52.36585203,4.896994622,Entire home/apt,250,1,14,7/24/2017,0.63,4,0
16298977,Nieuwmarkt | Elegant | Great location | Quiet area,11125718,Maarten,,Centrum-Oost,52.37042421,4.908944948,Entire home/apt,120,6,98,11/14/2018,4.09,3,53
16300163,Spacious appartment with terrace by the water!,10116811,Maaike,,IJburg - Zeeburgereiland,52.34977108,5.005508711,Entire home/apt,130,2,1,1/2/2017,0.04,2,0
16301227,Nice Double bedroom at Amsterdam North (Noord),106653886,B,,Oud-Noord,52.38665836,4.921264065,Private room,53,2,130,11/17/2018,5.42,1,72
16301432,Beautiful apartment at the perfect location!,106654876,Desi,,Centrum-Oost,52.36416341,4.884674752,Entire home/apt,120,2,5,5/9/2017,0.21,1,0
16305353,Rembrandtplein Amsterdam City Centre Apertment,53716298,Bert,,Centrum-Oost,52.36529259,4.895443122,Entire home/apt,250,3,20,7/15/2018,1.18,1,0
16306148,Family Home | CITY CENTRE | Perfect for Kids,65859990,Martijn,,De Baarsjes - Oud-West,52.35939033,4.851081569,Entire home/apt,100,3,12,6/24/2018,0.63,208,0
16306480,Trendy comfortable apartment and sunny garden 75m2,105584879,Saskia,,De Baarsjes - Oud-West,52.36518977,4.852148109,Entire home/apt,154,2,16,1/1/2018,0.74,1,0
16309838,Beautiful apartment wth canal view close to Center,9668629,Carlos,,Westerpark,52.3849628,4.869228133,Private room,150,7,0,,,1,0
16317272,Very nice apartment in Amsterdam!,46779856,Marlies,,Oud-Oost,52.36326366,4.925520025,Entire home/apt,199,5,22,5/9/2018,0.94,1,0
16318081,"Charming, spacious and great location",18428254,Ianthe,,De Pijp - Rivierenbuurt,52.34897838,4.895733377,Entire home/apt,115,2,28,11/11/2018,1.19,1,3
16318223,Spacious apt with huge balcony & amazing city view,1039498,Sanne,,Oud-Noord,52.39610181,4.904657738,Entire home/apt,100,3,18,8/1/2018,0.81,1,4
16318625,Charming spacious apartment,106794760,Lotte,,Bos en Lommer,52.37329011,4.848320333,Entire home/apt,76,4,6,8/17/2017,0.28,1,0
16319032,Spacious 2-bedroom apartment near the 'Pijp'  area,76810710,Florike,,De Pijp - Rivierenbuurt,52.3452778,4.903164166,Entire home/apt,254,1,8,9/3/2017,0.34,1,0
16319674,"Hotspot apt in ""De Pijp"" next to museum quarter!",11792203,Emiel,,De Pijp - Rivierenbuurt,52.35661327,4.887604389,Entire home/apt,129,2,1,12/31/2016,0.04,1,0
16320941,Cozy room in the Heart of Amsterdam,39501938,S Rehan,,Buitenveldert - Zuidas,52.3369294,4.872962222,Entire home/apt,79,2,6,1/1/2018,0.26,1,0
16321011,Spacious loft in old-school building Amsterdam,31808188,Vivian,,Centrum-Oost,52.36998348,4.929965865,Entire home/apt,195,3,5,5/11/2018,0.21,1,65
16328199,Centre of Amsterdam at a canal,70126257,Tobias,,Centrum-Oost,52.36250627,4.91287582,Entire home/apt,85,2,8,1/28/2018,0.35,1,0
16328331,Lovely apartment with sunny private garden,8505391,Meike,,De Pijp - Rivierenbuurt,52.34643889,4.888076615,Entire home/apt,110,2,1,10/3/2017,0.07,1,0
16328584,Cool and light Apt. near Jordaan+Central Station,3286734,Sandra,,Westerpark,52.38441522,4.879836165,Entire home/apt,150,2,4,1/20/2017,0.17,1,0
16328805,Enjoy Amsterdam in this beautiful apartment!,106881878,L.A.M.,,Oostelijk Havengebied - Indische Buurt,52.36418774,4.943222078,Entire home/apt,85,12,14,8/6/2018,0.59,1,0
16329047,Private Cozy Room in Amsterdam,106882352,Elizabeth,,De Baarsjes - Oud-West,52.37220826,4.855642459,Private room,60,2,81,11/8/2018,3.45,1,80
16329181,Cosy apartment in a very trendy neigbourhood,106884629,Andrea,,Oostelijk Havengebied - Indische Buurt,52.36537375,4.933520484,Entire home/apt,85,4,3,11/18/2018,1.01,1,0
16330136,Cozy apartment in the east,2054914,Lodewijk,,Oud-Oost,52.35883789,4.919560494,Entire home/apt,125,2,29,6/1/2018,1.21,1,4
16332019,"Cozy studio, perfect location!",61627339,Michelle,,De Baarsjes - Oud-West,52.36323618,4.875485767,Entire home/apt,60,1,11,7/15/2018,0.46,1,0
16333022,2 double beds in seperate rooms with a nice view,47499392,Inge,,Bijlmer-Oost,52.32243837,4.986954806,Private room,115,2,4,9/9/2018,0.3,6,103
16334654,Bright apartment with sunny balconies,8156784,Floris,,Bos en Lommer,52.37848178,4.853432009,Entire home/apt,125,2,11,9/17/2017,0.55,1,0
16339923,2 prachtige privé-kamers op karakteristiek schip,27203229,Babet,,IJburg - Zeeburgereiland,52.36074346,4.991526973,Private room,99,2,28,6/11/2018,1.19,2,15
16340282,Very spacious canal apartment in the City Centre,68045080,Giesje,,Centrum-Oost,52.36946388,4.907896856,Entire home/apt,130,2,2,5/5/2017,0.08,2,0
16340349,Stylish & comfortable apartment with roof terrace,64145968,Harry,,Oostelijk Havengebied - Indische Buurt,52.36446567,4.935905611,Entire home/apt,120,3,27,7/16/2018,1.2,1,0
16340640,NEW city centre APARTMENT - popular Jordaan area!,4841032,Menno,,Centrum-West,52.37409201,4.879104119,Private room,129,1,110,11/18/2018,4.68,2,308
16340883,A studio for one person,106986148,Brigita,,Slotervaart,52.3534662,4.831334495,Entire home/apt,35,6,0,,,2,0
16340971,EXTRAORDINARY A'dam apt. with FAB balcony!,84453740,David,,De Pijp - Rivierenbuurt,52.35785414,4.903221528,Entire home/apt,79,2,5,1/20/2017,0.21,19,0
16341225,Sunny Amstel river apartment (close to centre),12663421,Carrie,,Oud-Oost,52.35772379,4.907131799,Entire home/apt,85,2,23,6/22/2018,0.98,1,3
16341749,Cozy room with roof terrace close to centre,29727747,Nastassja,,Westerpark,52.38189641,4.869855655,Private room,70,2,32,11/26/2018,1.34,2,6
16341879,Saint Claire 1,44168250,Ruben,,Centrum-West,52.36839526,4.893520497,Entire home/apt,150,3,0,,,21,314
16342080,Comfortable apt with balcony near Museumplein,106999868,Jan Karel,,Zuid,52.34297214,4.860992985,Entire home/apt,79,2,5,6/23/2018,0.21,1,0
16342515,Saint Claire 2,44168250,Ruben,,Centrum-West,52.36989871,4.892777554,Entire home/apt,150,3,10,11/22/2018,0.75,21,317
16342692,"Luxurious and Warm Apartment, Great Location",107005133,Mattijs,,Oud-Oost,52.36181603,4.92654852,Entire home/apt,140,2,12,1/1/2018,0.51,1,0
16343842,Classic Amsterdam Apt. Perfect getaway for two.,7922782,Soraya,,Centrum-West,52.37547864,4.89429329,Entire home/apt,60,5,0,,,1,0
16344025,AmsterdamBase,104389329,Jo,,Centrum-West,52.37283682,4.898500059,Entire home/apt,1600,1,9,7/16/2018,0.42,2,364
16344505,AmsterdamStag Stay,104389329,Jo,,Centrum-West,52.37406725,4.900890309,Entire home/apt,999,1,8,5/23/2018,0.36,2,364
16344860,"Live like an Amsterdamer, next to the Jordaan.",29812774,Mirjam,,Westerpark,52.37531774,4.874041375,Entire home/apt,156,3,4,4/2/2018,0.17,1,3
16344881,"Elegant, Monumental & Bright with Garden @Jordaan!",105619435,Victoria,,Centrum-West,52.38000144,4.88496944,Entire home/apt,180,3,13,7/31/2017,0.63,1,0
16345713,New cozy studio fully furnished for 2 persons,28762138,Joyce,,Watergraafsmeer,52.33875417,4.91927676,Entire home/apt,95,2,9,8/15/2018,0.38,1,9
16346917,Bright apartment in quiet part of city center,29981251,Susanne,,Centrum-Oost,52.36871456,4.918042763,Entire home/apt,96,4,4,6/7/2018,0.2,1,0
16348923,Typical charming Amsterdam house in famous Jordaan,19622888,Belle,,Centrum-West,52.3772738,4.881074903,Entire home/apt,225,2,22,7/1/2018,0.94,1,75
16349328,Chic 18th Century Apartment Next to Dam Square,2386514,Roman,,Centrum-West,52.37423306,4.892727874,Entire home/apt,100,3,11,11/19/2018,0.49,1,9
16350016,Boutique Luxury - central & quiet!,102064815,Kirsten,,Zuid,52.35964381,4.870728868,Entire home/apt,120,3,144,11/28/2018,6.13,2,204
16352821,Water bungalow with big garden near CentralStation,2991842,Tania,,Oud-Noord,52.38926726,4.902716107,Entire home/apt,250,2,5,9/17/2018,0.24,1,82
16354116,Unique bohemian apartment at great area | 2P,8543470,Peter,,Watergraafsmeer,52.35508663,4.932634433,Entire home/apt,150,2,16,10/23/2018,0.66,1,47
16355117,Central Vondelpark Apartment,19094953,Sharon,,Zuid,52.35194842,4.856602985,Entire home/apt,300,3,12,10/15/2018,0.86,3,86
16356689,Part of perfect central apartment,68683210,Jesper,,Centrum-West,52.36650848,4.895660934,Private room,70,1,0,,,1,0
16358656,Spacious but cosy apt in Adam South incl. 2 bikes,8125119,Eefje,,Zuid,52.34417028,4.861041076,Entire home/apt,88,2,0,,,1,0
16358728,Super 2 Bedroom Apartment in the Pijp Amsterdam,14874061,Jasper,,De Pijp - Rivierenbuurt,52.35625014,4.888991187,Entire home/apt,100,2,1,8/1/2017,0.06,16,0
16358769,Beautiful large apartment next to Vondelpark,88077505,Jenni,,De Baarsjes - Oud-West,52.3572812,4.85524619,Entire home/apt,125,8,0,,,1,0
16359548,cozy room close to center eco friendly,29727747,Nastassja,,Westerpark,52.38156272,4.870756607,Private room,50,1,81,12/1/2018,3.4,2,7
16360498,"Sunny, spacious and centrally located house",23179135,Bart & Manon,,Oud-Noord,52.38594156,4.910577056,Entire home/apt,205,3,2,2/8/2017,0.09,2,0
16361106,Hip apartment next to Amstel river & the Pijp,4329209,Sophie,,Oud-Oost,52.35597719,4.909445469,Entire home/apt,235,2,14,8/12/2018,0.69,2,160
16361896,Unique ground-floor apartment with garden in West,15440492,Goos & Arno,,De Baarsjes - Oud-West,52.36556764,4.851285752,Entire home/apt,149,3,0,,,1,0
16363349,Westerpark Housing,2717366,Helen,,Westerpark,52.3852454,4.881853957,Private room,96,3,67,11/18/2018,2.88,1,326
16364915,Intimate room close to the city centre!,60225972,Noor,,Oud-Noord,52.38574665,4.916908712,Private room,74,2,41,7/24/2018,2.03,1,0
16369953,Delightful bright apartment in Bos en Lommer,20399470,Hester,,Bos en Lommer,52.38064653,4.849731467,Entire home/apt,75,5,0,,,1,0
16370355,"Lovely, bright family apartment, nice neighborhood",107172093,Annabel,,De Pijp - Rivierenbuurt,52.34660508,4.893461245,Entire home/apt,135,6,3,1/5/2018,0.13,1,0
16370856,Spacious room in awesome neighbourhood!,9995800,Camilla,,De Baarsjes - Oud-West,52.36004666,4.860856104,Private room,55,3,0,,,1,0
16371446,GREAT apt. with balcony!,87871054,Wouter,,Westerpark,52.37594509,4.87427831,Entire home/apt,79,2,13,8/18/2018,0.55,5,0
16371891,Stylish & Comfortable at the Jordaan & City Centre,25680734,Joan,,Centrum-West,52.37468461,4.88289535,Entire home/apt,150,3,27,12/1/2018,1.29,1,4
16372941,Beautiful apartment in upcoming North of Amsterdam,107230919,Anne,,Noord-West,52.40755848,4.89879641,Entire home/apt,150,2,0,,,1,0
16373133,One room in a beautiful apartment Amsterdam East,64332239,Jan,,Oostelijk Havengebied - Indische Buurt,52.36479397,4.941737426,Private room,45,9,4,9/10/2017,0.17,1,0
16373167,Adam homey home,107239159,Pearl,,Westerpark,52.38230619,4.871258809,Entire home/apt,121,3,10,7/7/2018,0.89,1,0
16374319,"Waterland family apartment (2 adults, WATERVIEW!)",517215,Niels En Viv (Welcome Back),,IJburg - Zeeburgereiland,52.35315423,5.000616552,Entire home/apt,160,3,0,,,30,246
16374467,Awesome apartment on Vondelpark,107248677,San,,De Baarsjes - Oud-West,52.36133719,4.869897602,Entire home/apt,180,2,25,9/18/2018,1.06,1,0
16375413,Beautiful Apt in Old-West. The best place to be!,26917345,Nick,,De Baarsjes - Oud-West,52.36340265,4.861428472,Entire home/apt,90,3,4,5/31/2018,0.17,1,0
16376319,Spacious and clean apartment in Amsterdam North,107262947,Wieneke,,Noord-Oost,52.40508797,4.943346755,Entire home/apt,55,181,0,,,1,363
16378597,Bright and cosy apartment,746397,Thamar,,Zuid,52.34771328,4.846642595,Entire home/apt,75,2,0,,,1,0
16379079,"Beautiful bright trendy apartment, bikes included",107282462,Charlotte,,De Baarsjes - Oud-West,52.36025811,4.851427379,Entire home/apt,120,2,17,8/20/2018,0.72,1,3
16385016,Modern sunny canal-view apartment,107329404,Sebastiaan,,De Baarsjes - Oud-West,52.37158667,4.856321026,Entire home/apt,125,3,5,9/24/2018,0.27,1,0
16385090,A cozy studio in the city centre of Amsterdam,91257438,Loraine,,Centrum-West,52.37451837,4.890515263,Private room,105,1,69,12/2/2018,2.94,1,24
16386937,kerstaanbieding amsterdam centrum,76744839,Erik,,Centrum-West,52.37306175,4.898649985,Entire home/apt,180,2,0,,,1,0
16387389,Beautiful houseboat on the Amstel river,107344918,Andreas,,Oud-Oost,52.35751415,4.9069313,Entire home/apt,180,2,9,3/26/2017,0.38,1,0
16387435,Sunny apartment with great view and location,68849017,Rutger,,Oud-Noord,52.38176569,4.915602315,Entire home/apt,70,2,4,2/20/2017,0.17,1,0
16387547,"Quiet, spacious apartment across from Vondelpark",6274857,Charlotte,,De Baarsjes - Oud-West,52.36040081,4.859602393,Entire home/apt,120,2,2,1/2/2017,0.08,1,0
16388152,"Light and cosy apartment in ""de pijp""",3814941,Denise,,De Pijp - Rivierenbuurt,52.35121279,4.902432466,Entire home/apt,110,5,24,10/8/2018,1.15,1,358
16388616,Cosy private studio on Houseboat in'De Jordaan',72546470,Tom & Dorien,,Westerpark,52.38165998,4.878624328,Private room,115,2,76,9/7/2018,3.23,2,225
16389105,Cosy Private Room With A View On A Houseboat,72546470,Tom & Dorien,,Centrum-West,52.37980986,4.880649678,Private room,135,3,36,11/7/2018,1.52,2,246
16389362,Classic Apartment,8558897,Alex,,Centrum-Oost,52.36312548,4.884512094,Entire home/apt,320,1,75,12/2/2018,3.38,8,290
16390447,Lovely Studio in the Jordaan,107367516,Clint,,Centrum-West,52.37653693,4.88457275,Private room,72,2,23,11/25/2018,0.98,1,49
16391366,"spacious comfortable canalstudio , near  Jordaan",107372728,Magda,,Centrum-West,52.38357574,4.885723645,Entire home/apt,187,3,31,11/19/2018,1.32,1,126
16393456,The Cactus Flat - near Jordaan & City Center,422024,Kiki,,Westerpark,52.38948902,4.890212258,Entire home/apt,220,5,8,4/6/2018,0.4,1,7
16394113,"Cozy, relaxing apartment in Amsterdam West!",107386553,Wouter,,De Baarsjes - Oud-West,52.36623845,4.85231381,Entire home/apt,115,3,12,9/30/2018,0.51,1,0
16398884,Friendly apartment in the center of Amsterdam,107433693,Leopoldo,,Westerpark,52.38944862,4.888379713,Entire home/apt,95,2,23,11/25/2018,0.97,1,13
16399269,Spacious luxury apartment in a special location,870588,Maarten,,Centrum-Oost,52.36215824,4.884286457,Entire home/apt,95,3,14,5/29/2017,0.59,1,6
