id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2818,Quiet Garden View Room & Super Fast WiFi,3159,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36575451,4.941419235,Private room,59,3,248,11/28/2018,2.1,1,44
3209,"Quiet apt near center, great view",3806,Maartje,,Westerpark,52.39022505,4.873924095,Entire home/apt,160,4,42,8/29/2018,1.03,1,47
20168,100%Centre-Studio 1 Private Floor/Bathroom,59484,Alex,,Centrum-Oost,52.36508703,4.893541008,Entire home/apt,80,1,233,11/30/2018,2.18,2,198
25428,Lovely apt in City Centre (Jordaan),56142,Joan,,Centrum-West,52.3731144,4.883668196,Entire home/apt,125,14,1,1/21/2018,0.09,2,141
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,,Centrum-West,52.38672732,4.89207807,Private room,150,2,171,11/25/2018,2.03,1,199
28658,Cosy guest room near city centre -1,123414,Michele,,Bos en Lommer,52.37534218,4.85728935,Private room,65,3,434,11/19/2018,4.16,2,295
28871,Comfortable double room,124245,Edwin,,Centrum-West,52.36718681,4.890917797,Private room,75,2,215,12/3/2018,2.13,3,137
29051,Comfortable single room,124245,Edwin,,Centrum-West,52.36772541,4.891511737,Private room,55,2,383,12/5/2018,4.07,3,188
31080,2-story apartment + rooftop terrace,133488,Nienke,,Zuid,52.35132054,4.848382899,Entire home/apt,219,3,32,10/16/2017,0.36,1,336
41125,Amsterdam Center Entire Apartment,178515,Fatih,,Centrum-West,52.37891477,4.883205056,Entire home/apt,180,3,76,10/7/2018,0.78,1,11
42970,Comfortable room@PERFECT location + 2 bikes,187580,Micha,,Centrum-West,52.36781448,4.890012023,Private room,159,3,426,11/24/2018,4.24,2,89
43980,View into park / museum district (long/short stay),65041,Ym,,Zuid,52.35745628,4.861242085,Entire home/apt,100,28,61,2/18/2018,0.62,2,10
44129,Luxury design with canal view,187728,Tanya,,Centrum-West,52.38071123,4.886104318,Entire home/apt,250,2,176,10/1/2018,1.74,4,16
44391,"Amsterdam Centre, 3-room Apartment",194779,Jan,,Centrum-Oost,52.37016999,4.914377827,Entire home/apt,200,3,31,11/18/2018,0.31,1,0
45246,Cozy Flat in the Jordaan (center),200188,George,,Westerpark,52.3776764,4.876178649,Entire home/apt,155,3,79,10/21/2018,0.79,1,253
46386,Cozy loft in central Amsterdam,207342,Joost,,De Pijp - Rivierenbuurt,52.35247026,4.90825444,Entire home/apt,150,3,3,1/3/2018,0.03,1,0
47061,Charming apartment in old centre,211696,Ivar,,De Baarsjes - Oud-West,52.3679861,4.874469332,Entire home/apt,140,2,167,11/3/2018,1.67,1,0
48076,Amsterdam Central and lot of space,219080,Franklin,,Centrum-West,52.38042002,4.894534735,Entire home/apt,350,5,159,12/4/2018,1.82,2,276
49790,Luxurous Houseboat-Great Location,227530,Klaas,,De Baarsjes - Oud-West,52.36266379,4.86103174,Entire home/apt,225,3,98,11/18/2018,1.06,1,296
50515,"Family Home (No drugs, smoking or parties)",231864,Karin,,Bos en Lommer,52.3772724,4.839252563,Entire home/apt,120,3,12,8/24/2018,0.21,1,79
50518,Perfect central Amsterdam apartment,231806,Nikki,,Westerpark,52.38200613,4.878649621,Entire home/apt,125,1,91,11/18/2018,1.22,1,0
50523,B & B de 9 Straatjes (city center),231946,Raymond,,Centrum-West,52.3684079,4.884133705,Private room,115,2,213,11/21/2018,2.21,1,206
50570,Bright Apartment - residential area,232321,Evert,,Bos en Lommer,52.37773744,4.848911991,Entire home/apt,90,4,152,8/25/2018,1.62,2,19
52490,Amsterdam Aqua,185836,VictorLuke,,Oostelijk Havengebied - Indische Buurt,52.37004589,4.938691236,Private room,72,3,81,11/25/2018,0.82,1,11
53067,Green studio at the attic of a townhouse,246493,Studio,,De Pijp - Rivierenbuurt,52.35339267,4.900637643,Private room,87,1,333,12/2/2018,3.4,5,2
53671,Nice room near centre with en suite bath,247822,Georg,,Westerpark,52.38905337,4.885588535,Private room,75,3,261,12/2/2018,2.8,1,289
53692,Large quiet Studio with gardenview in hip area.,246493,Studio,,De Pijp - Rivierenbuurt,52.35348316,4.900490172,Private room,60,3,219,6/22/2018,2.4,5,47
55256,Luminous centric room,260785,Lotte,,Centrum-Oost,52.37125689,4.903513145,Private room,86,1,120,11/25/2018,1.26,1,129
55703,groundfloor apartment with patio,263214,Arjan,,Bos en Lommer,52.37560816,4.858187468,Entire home/apt,250,3,3,10/19/2016,0.07,1,0
55709,Bright Loft in Centre Amsterdam,263233,Jan-Willem,,Centrum-Oost,52.3589565,4.897259341,Entire home/apt,159,5,53,10/15/2018,0.54,1,32
55807,"Greatly located, cozy atmosphere",263844,Rai & Clo,,De Baarsjes - Oud-West,52.36965708,4.862025427,Private room,60,2,150,6/8/2018,1.53,1,122
55868,Apartment near Museumplein (centre),264178,Cornelie,,Zuid,52.35613298,4.885149547,Entire home/apt,149,4,88,8/13/2018,0.91,1,107
56879,"86 m2, city centre & lovely view",270282,Linda & Theo,,Centrum-West,52.38453335,4.892545432,Entire home/apt,112,28,1,7/27/2012,0.01,1,277
57408,Very Bright & Spacious Apt + 4 Bikes,273329,Bart,,Oostelijk Havengebied - Indische Buurt,52.36192979,4.936400957,Entire home/apt,100,4,420,9/30/2017,4.29,2,5
57978,Still cosy X Mas availability!,276959,Elisabeth,,De Baarsjes - Oud-West,52.36448157,4.877220554,Entire home/apt,125,3,145,6/18/2018,1.48,1,315
58211,En Suite accommodation in a monumental canal house,278253,Marcel,,Centrum-West,52.36916479,4.884445345,Private room,225,3,82,10/29/2018,1.05,2,212
62015,"Charming, beautifully & sunny place",301340,Jessica,,Oud-Oost,52.36445272,4.931235931,Entire home/apt,109,2,21,10/21/2018,0.22,1,30
62801,Very nice appartment ALL of januari,306117,Jan,,Bos en Lommer,52.38458683,4.854626513,Entire home/apt,750,30,0,,,1,364
64736,Luxury Houseboat,306192,Conny,,De Baarsjes - Oud-West,52.36348131,4.867833978,Entire home/apt,145,4,92,7/30/2018,1.43,1,0
64769,Unique 3 bedroom house in Centre,312863,Marijntje,,Centrum-Oost,52.36225384,4.901999344,Entire home/apt,450,4,26,8/4/2018,0.28,1,72
65230,Juwelier,213960,Riek,,Centrum-West,52.36871304,4.89284339,Entire home/apt,179,3,83,1/19/2018,0.91,1,358
67841,Amsterdam - The Pijp Apartment 1A,335166,Dene,,De Pijp - Rivierenbuurt,52.35472483,4.893237543,Entire home/apt,100,3,9,7/25/2018,0.14,2,29
68290,Rebel / Private Room,336950,Manuel,,Centrum-West,52.36887078,4.895233891,Private room,109,1,574,11/29/2018,6.1,3,158
68873,Yves Klein / Private Room,336950,Manuel,,Centrum-West,52.36950064,4.89555971,Private room,109,1,527,11/25/2018,5.56,3,163
69042,Cozy Studio || Located at the canal!,344312,Kjetil,,Centrum-West,52.3735272,4.876905974,Private room,116,3,131,12/3/2018,1.41,2,7
73208,Centre Museum Quarter Apt Roof Deck,381900,Vikki,,Zuid,52.35935098,4.876721556,Entire home/apt,220,5,58,7/30/2018,0.62,1,3
73917,B28 Unique Houseboat  Herengracht,387205,Edwin,,Centrum-West,52.3789428,4.890601996,Entire home/apt,175,3,82,8/5/2018,1.22,1,320
74367,Dutch designer canal house apartment (city centre),391075,Ruben,,Centrum-West,52.37479554,4.880446471,Entire home/apt,260,7,10,11/9/2011,0.11,1,304
75382,Garden Suite Studiohttps://www.airbnb.com/manage-l,399879,Tina,,Oud-Oost,52.36482489,4.927615549,Private room,105,3,178,11/30/2018,1.93,3,84
75444,Cottage Room- Completely Private,399879,Tina,,Oud-Oost,52.36550979,4.928480704,Private room,70,3,246,11/26/2018,2.69,3,47
76668,"studio INN, bright and spacious",409579,Guido,,Westerpark,52.38897578,4.890432078,Private room,135,2,39,12/2/2018,1.31,1,237
80634,Amazing location - canalhouse room,436145,Riks,,Centrum-West,52.37975649,4.893977374,Private room,180,2,115,12/3/2018,1.92,5,28
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,,Centrum-West,52.37875854,4.892635937,Private room,115,2,158,12/3/2018,1.68,5,29
82482,The Backroom - Central private appt,186729,Shawna,,Centrum-West,52.37025973,4.880030195,Entire home/apt,95,1,695,12/2/2018,7.64,1,191
82748,Bright apt in central Amsterdam,450453,Rudolf,,Centrum-West,52.37307393,4.893431575,Entire home/apt,249,3,116,7/26/2018,1.24,2,280
83498,Single attic room for one person only,124245,Edwin,,Centrum-West,52.36722763,4.891235318,Private room,45,2,403,12/4/2018,6.96,3,161
84057,Bed&Bike SleepOnNature - free bikes,459028,Stefania,,De Baarsjes - Oud-West,52.364878,4.851095908,Private room,100,3,68,11/18/2018,0.75,5,344
91535,"Houseboat ""Ramona"" Amsterdam centre",494281,Michiel,,De Pijp - Rivierenbuurt,52.35725388,4.895879145,Entire home/apt,189,3,29,10/15/2018,0.32,1,0
96048,De Baronie B&B in historic centre,510526,Tuhami,,Centrum-Oost,52.37270023,4.907761448,Private room,75,1,120,12/2/2018,2.57,1,340
97221,Beautiful and spacious room,195859,Gianni,,Slotervaart,52.34910346,4.836112244,Private room,40,2,141,11/18/2018,1.56,2,340
97476,"Sunny, spacious apartment near Vondelpark",485930,Rachel,,Zuid,52.35637467,4.865793029,Entire home/apt,115,3,46,9/25/2018,0.5,1,3
107195,"A'dam Centre, Bright and Comfy",249794,Marieke,,Centrum-Oost,52.37007447,4.919603854,Entire home/apt,150,3,29,11/4/2018,0.33,1,0
107972,museums and music,558976,Joke,,De Baarsjes - Oud-West,52.36397157,4.876509427,Entire home/apt,100,3,74,10/25/2018,0.8,1,4
108890,Amsterdam at its best,563208,Jorien,,De Baarsjes - Oud-West,52.36082925,4.856667425,Entire home/apt,100,5,3,5/30/2018,0.15,1,0
115795,Jardin Dreams | Warm | 2 Bedrooms|Renovated|,468497,Lennart,,De Pijp - Rivierenbuurt,52.35243726,4.895948041,Private room,165,90,106,7/12/2017,1.26,1,348
118097,"all private, art @ home in city center-1",538659,Wendie And Hans,,Centrum-West,52.36570537,4.88463619,Private room,94,4,309,11/16/2018,3.8,2,62
118117,Lovely self contained studio in Oud West,596513,Nina & Benjamin,,De Baarsjes - Oud-West,52.36888344,4.869548331,Private room,87,3,490,12/3/2018,5.42,1,230
120872,Retro Luxury Apartment,607597,Martijn,,Bos en Lommer,52.38193172,4.855407321,Entire home/apt,99,2,138,5/27/2018,1.55,2,64
125425,Bohemian apartment in nice area,623749,Elwin,,Oud-Oost,52.36097457,4.92761146,Entire home/apt,100,3,38,11/14/2016,0.43,1,0
130390,Large private room for rent Center / De Pijp,642044,Jessy,,De Pijp - Rivierenbuurt,52.35516967,4.889693405,Private room,80,2,29,10/15/2017,0.33,1,0
137026,Entire house with garden in De Pijp,670266,Ton & Fede,,De Pijp - Rivierenbuurt,52.35360906,4.905621032,Private room,259,3,87,10/28/2018,1.03,1,123
141708,light modern & cosy apartment,689016,Cindy,,Oostelijk Havengebied - Indische Buurt,52.3646069,4.938920083,Entire home/apt,98,3,82,10/15/2018,0.9,1,18
147270,Private Room in shared Yoga -Appartment,711896,La Bella,,Gaasperdam - Driemond,52.30617482,4.978865898,Private room,35,90,23,10/21/2018,0.64,3,125
148132,Bright room in lively Kinkerbuurt,715549,Remy,,De Baarsjes - Oud-West,52.36859521,4.864870319,Private room,52,2,3,11/12/2018,1.91,1,0
150634,Lovely apartment near Vondelpark,725727,Colin Jeffrey,,De Baarsjes - Oud-West,52.36673741,4.867455513,Entire home/apt,100,2,52,6/24/2018,1.62,1,89
152280,100% independent studio with balcony and WiFi,732783,Max Osole,,Bos en Lommer,52.37961372,4.854432293,Private room,89,1,580,11/20/2018,6.41,1,3
156815,Welcome on our 30p ship in Amsterdam!,753530,Averechts,,Oud-Noord,52.38892281,4.94024264,Entire home/apt,695,2,26,11/25/2018,0.31,1,108
162467,Modern 1bedroom app. near city cent,776296,Nicole,,De Baarsjes - Oud-West,52.36367589,4.855056297,Entire home/apt,145,3,46,9/16/2018,0.64,1,309
165833,Amsterdam at your feet,790547,Bart,,De Baarsjes - Oud-West,52.37336013,4.85753732,Entire home/apt,74,2,37,5/23/2018,0.72,1,0
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,,Centrum-West,52.37915713,4.894086124,Private room,120,2,204,12/3/2018,2.33,5,85
169356,"Roofterrace 360', Zen, Canal-View,  Light,  Luxury",806976,Nick,,Centrum-West,52.38171714,4.883104127,Entire home/apt,220,7,18,8/29/2018,0.2,1,68
170223,canal view in Jordaan & 9 Streets,811403,Francine,,Centrum-West,52.36991235,4.88265452,Entire home/apt,145,3,47,11/13/2018,0.55,1,57
171054,Spacious apartment next to center,815989,Kamiel,,De Baarsjes - Oud-West,52.36916387,4.866434751,Entire home/apt,120,6,102,12/21/2017,1.13,1,0
171631,"Pleasant,cosy & crazy apartment with small balcony",818479,Keja,,De Baarsjes - Oud-West,52.36338792,4.854023483,Entire home/apt,89,3,45,4/3/2018,0.5,1,338
175989,"Large, sunny, perfect location plus awesome cat!",58458,Dre&Kareltje,,De Baarsjes - Oud-West,52.35963505,4.8671281,Entire home/apt,100,3,99,4/13/2018,1.13,1,0
179528,Authentic Amsterdam apartment RAI,856540,Pierre,,De Pijp - Rivierenbuurt,52.34231258,4.894194977,Entire home/apt,230,29,27,5/31/2018,0.31,2,224
184282,Romantic apartment in the heart of the city,883996,Sharon,,Centrum-Oost,52.36321324,4.889051424,Entire home/apt,230,3,158,10/11/2018,1.84,1,338
188347,Clean & Cozy room + Free Bikes,907405,Yahav,,De Baarsjes - Oud-West,52.36823908,4.853210748,Private room,50,1,318,11/17/2018,3.58,2,19
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,,Centrum-West,52.37433432,4.89246876,Private room,160,2,130,12/2/2018,1.48,1,268
190585,Cozy bright place with Garden !,920732,Cornelia,,Westerpark,52.38487212,4.872481358,Entire home/apt,110,4,88,12/4/2018,0.99,1,51
190943,Lovely light appartment with garden,922787,Nanna,,Zuid,52.35221381,4.846612398,Entire home/apt,150,4,9,10/26/2018,0.12,1,5
193038,17thC. studio center Amsterdam,935742,Johan,,Centrum-Oost,52.36087118,4.89559065,Private room,95,3,497,11/23/2018,5.64,1,187
198307,The best spot to discover Amsterdam,967796,Marie-Katrien,,Centrum-West,52.38393031,4.892371258,Entire home/apt,100,13,37,5/3/2017,0.42,1,0
199844,ART & DESIGN APARTMENT,976652,Home,,Westerpark,52.38351266,4.875730763,Entire home/apt,99,5,42,5/2/2017,0.48,1,0
200461,Studio next 2 V´park near Leidsepl.,539840,Johanna,,De Baarsjes - Oud-West,52.35930675,4.86110843,Entire home/apt,79,3,33,7/28/2018,0.37,1,28
201322,TOP-LOCATION with PRIVATE ROOF-TERRACE,542540,Bart,,Centrum-West,52.37184058,4.881707856,Entire home/apt,80,1,64,10/23/2018,0.74,1,165
203658,Best Area - Large Luxury 3 Bdr Home,999036,Eelco,,Zuid,52.34743916,4.86886066,Entire home/apt,284,3,25,7/2/2017,0.3,1,0
204014,Well located apartment for you!,1001281,Irma,,De Baarsjes - Oud-West,52.37086529,4.865956616,Entire home/apt,99,4,15,8/5/2018,0.17,1,0
205759,Central yet quiet studio apartment,1011967,Tim,,De Baarsjes - Oud-West,52.36889187,4.864288391,Entire home/apt,99,1,2,7/27/2015,0.05,1,0
212050,Spacious home w roof garden,887591,Danielle,,De Baarsjes - Oud-West,52.36894704,4.864515338,Entire home/apt,180,3,13,4/29/2018,0.15,1,334
213721,Amsterdam Apartment (waterview),599238,Anouk,,Zuid,52.35165078,4.846533443,Private room,129,3,39,11/13/2018,0.45,1,365
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,,Centrum-West,52.37068836,4.895157177,Private room,114,3,150,10/13/2018,1.74,1,163
217692,THE AMSTERDAM RAI EXPERIENCE / FREE PARKING / WIFI,1124563,Nicole,,De Pijp - Rivierenbuurt,52.33761522,4.893596487,Entire home/apt,150,3,14,9/19/2018,0.27,1,352
219276,Suite in Canalhouse with Jacuzzi ,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36890525,4.889704569,Entire home/apt,265,2,1,7/31/2012,0.01,2,330
221943,Cozy Houseboat - Central Amsterdam,1151745,Mario,,De Baarsjes - Oud-West,52.36563714,4.876398387,Entire home/apt,170,3,187,10/23/2018,2.15,1,237
222516,Homely and tasteful apartment in Amsterdam,1155595,Alex,,De Baarsjes - Oud-West,52.36109823,4.858935153,Entire home/apt,100,3,104,11/25/2018,1.2,1,8
226121,Great apartment in top neighborhood,1178877,Eric,,De Baarsjes - Oud-West,52.35957301,4.865894591,Private room,165,4,82,10/22/2018,0.94,1,35
230710,Jordaan apt with views of canals and Westerkerk,1205924,Peter,,Centrum-West,52.37591435,4.878066563,Entire home/apt,125,14,16,8/31/2018,0.2,1,0
236180,Modern stylish apartment,1238074,Rozemarijn,,Centrum-West,52.36573647,4.880209022,Entire home/apt,175,3,2,9/11/2016,0.04,1,0
236632,Charming 1 BR apartment in museum district,77484,Annelies,,De Pijp - Rivierenbuurt,52.35613973,4.888475752,Entire home/apt,100,7,107,11/21/2018,1.26,6,114
237017,Cozy & stylish near Jordan/Centre,1158389,Anke,,De Baarsjes - Oud-West,52.37149336,4.862764029,Entire home/apt,80,3,17,2/26/2018,0.23,1,0
239647,Central location private attic room,1232843,Harm,,De Baarsjes - Oud-West,52.36451666,4.875872997,Private room,86,2,540,11/29/2018,6.21,2,6
245927,Sonnenberg - Canal side & view - Most central spot,1005087,Wytse,,Centrum-West,52.36791223,4.888085819,Entire home/apt,400,2,56,11/21/2018,0.7,2,10
247805,"Bellavista, central,with canal view",1298735,Carolien,,De Baarsjes - Oud-West,52.36588424,4.872613822,Private room,119,2,289,12/2/2018,3.36,1,250
250702,Charming Full Option Amsterdam Apt,1314459,David,,De Pijp - Rivierenbuurt,52.34603528,4.897093661,Entire home/apt,120,3,37,2/22/2017,0.44,1,0
250751,Modern studio near central AMS,1314658,Mira,,Oostelijk Havengebied - Indische Buurt,52.36609902,4.932987129,Entire home/apt,70,2,97,8/7/2018,1.13,1,0
251444,Luxurious apartment at the Prinsengracht,1318753,Vosse,,Centrum-West,52.37231431,4.898560452,Entire home/apt,449,1,13,6/22/2018,0.16,1,169
252725,Nice Amsterdam apt great location,1326878,Roshni,,De Baarsjes - Oud-West,52.36718586,4.867373589,Entire home/apt,175,2,47,12/2/2018,0.59,1,1
253650,Great room @ BEST location  + 2 bikes!,187580,Micha,,Centrum-West,52.36775166,4.889815058,Private room,149,3,358,12/2/2018,4.25,2,187
253792,Luxury City Center Canal Apartment,106225,Jeff,,Centrum-West,52.37408073,4.897792586,Entire home/apt,193,1,77,10/28/2018,0.91,1,0
254104,The Flying Pancake B&B Amsterdam,1334704,Claudia,,Centrum-Oost,52.36513247,4.908371799,Private room,145,2,65,10/20/2018,1.5,1,306
254800,Amazing apartment in city center,1337537,Diederik,,Centrum-West,52.3713087,4.882063422,Entire home/apt,250,2,42,9/17/2018,0.62,1,32
255177,"Room with sauna, patio a study and a kitchenette",1340887,Carolien & Marcel,,De Pijp - Rivierenbuurt,52.35698088,4.890688061,Private room,115,3,88,11/25/2018,3.23,1,99
255202,Amsterdam B&B Barangay,1340998,Godwin Guido Sol Dumagat,,Centrum-West,52.37682704,4.889139867,Private room,188,3,2,2/13/2012,0.02,2,362
255809,Stylish apartment with free carpark,1344947,Froukje & André,,De Pijp - Rivierenbuurt,52.34425831,4.88722032,Private room,150,2,60,6/25/2018,0.75,1,102
256340,Central Amsterdam Apt,1348274,John,,Centrum-Oost,52.36835101,4.92406939,Entire home/apt,100,4,4,7/14/2017,0.06,2,0
256670,"Caracteristic, family apartment",1350388,Stefan,,De Baarsjes - Oud-West,52.35941331,4.859953008,Entire home/apt,168,7,6,1/5/2018,0.09,1,14
258273,Great CENTRAL apartment De Pijp,1358307,Peter,,De Pijp - Rivierenbuurt,52.35420048,4.891596017,Entire home/apt,8000,30,8,10/22/2013,0.1,1,364
260187,Lovely Bright Apartment in the East,1365416,Marike,,Oud-Oost,52.35809191,4.93560623,Entire home/apt,99,4,26,8/16/2015,0.32,1,0
261902,Stylish family home with serre and garden!,226808,Caroline,,Oud-Oost,52.35605073,4.919385692,Entire home/apt,225,3,38,4/2/2018,0.47,1,0
262209,AirbnBABY! Family holiday made easy,1375554,Claire,,Oostelijk Havengebied - Indische Buurt,52.36164222,4.9382737,Entire home/apt,73,2,14,11/5/2018,0.16,1,0
262394,Charming Studio with Roof Terrace,1376607,Martin,,Zuid,52.35519128,4.851167699,Private room,96,4,103,11/23/2018,1.27,1,62
262562,Cozy apartment in top located canal,1294098,Fernando,,Centrum-West,52.37416859,4.886501313,Entire home/apt,190,30,4,9/20/2017,0.06,2,90
264628,Lovely Charming House in Amsterdam!,1388357,Karen,,Noord-Oost,52.38333593,5.00370789,Entire home/apt,100,2,1,12/31/2015,0.03,1,351
265349,"Private, central & luxurious apment",1391689,Fleur,,De Baarsjes - Oud-West,52.36047844,4.863450458,Entire home/apt,85,3,20,9/17/2018,0.23,1,16
266087,Bed&Café The place to be in AMS,1317420,Toñi,,Centrum-Oost,52.36164334,4.902582218,Entire home/apt,125,2,4,11/18/2018,0.05,1,293
271599,No.2,1421327,Holger,,Zuid,52.35271074,4.857715661,Private room,900,2,173,7/1/2016,2.05,2,0
271787,Quiet B&B in center of Amsterdam (Jordaan),1422303,Hans Onno,,Centrum-West,52.37048755,4.879669028,Private room,110,3,9,11/26/2018,0.11,1,182
272597,"Luxury appartm, good neighbourhood",1426693,Arnoud,,Zuid,52.34632594,4.856285934,Entire home/apt,120,4,6,4/8/2018,0.15,1,0
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,,Bos en Lommer,52.3784298,4.854837093,Entire home/apt,125,3,37,9/14/2018,0.44,1,30
276275,Great loft: live the good life. Next to the RAI.,1443641,Gideon,,De Pijp - Rivierenbuurt,52.33921274,4.893759462,Entire home/apt,169,4,22,11/25/2017,0.29,1,364
277011,nice apartment in centre amsterdam,1446698,Aafje,,De Baarsjes - Oud-West,52.35829508,4.859091948,Entire home/apt,125,4,20,11/14/2018,0.25,1,0
278823,Luxury & quiet room 1 person,615517,Barbara,,De Baarsjes - Oud-West,52.3659995,4.863530499,Private room,74,3,141,7/29/2018,1.67,2,80
282269,Your central home in wonderful AMS!,1471195,Judith,,Zuid,52.35017419,4.852550385,Entire home/apt,115,10,3,9/15/2015,0.05,1,0
283170,5-bedrooms house; central location,1451657,Marco,,Zuid,52.35353191,4.87513957,Entire home/apt,650,2,97,11/18/2018,1.2,1,360
283621,Luxury in CITY-CENTRE!,1477248,Erik,,Centrum-West,52.3805706,4.885651834,Entire home/apt,105,7,30,11/26/2018,0.36,9,319
284319,Excellent Room 3 centre Amsterdam,1480817,Gerard,,Centrum-Oost,52.36009258,4.894611813,Private room,115,2,16,1/3/2018,0.19,2,331
286500,"Center,Canal View, Private Bathroom",1491565,David,,Centrum-West,52.37496961,4.898844427,Private room,150,3,245,11/26/2018,2.94,2,274
289071,"Romantic houseboat in Jordaan, private room.",1501819,Tanneke,,Centrum-West,52.38037332,4.880206599,Private room,90,3,177,11/20/2018,2.11,1,44
290701,"Center, Large&Sunny Room,Pvt Bathrm",1491565,David,,Centrum-West,52.37614418,4.898936685,Private room,150,3,283,11/23/2018,3.42,2,287
291637,cosy bedroom | garden | near center | breakfast,1247363,Alexa & Scott,,Watergraafsmeer,52.35250591,4.943384215,Private room,95,2,8,2/12/2018,0.1,2,0
291752,Cozy & large bohemian style room ,1511330,Ton,,Oud-Oost,52.35278647,4.912563881,Private room,89,2,187,11/18/2018,2.22,1,337
293337,Sunny Apartment along river IJ,1493495,Tinda,,Oud-Noord,52.38170518,4.914400922,Private room,105,4,23,7/8/2018,0.28,1,338
293514,Volledig huis-apartement,1518360,Mw,,Oud-Noord,52.387441,4.909601962,Entire home/apt,74,1,5,9/22/2015,0.11,1,0
294226,No.1,1421327,Holger,,Zuid,52.35588861,4.857073082,Private room,900,2,166,7/1/2016,2.07,2,0
294468,Amsterdam Center -entire apartment,1509881,Godelief,,Centrum-Oost,52.3629438,4.909439787,Entire home/apt,175,3,14,6/12/2017,0.35,1,0
296452,Ground floor Family home & garden,615517,Barbara,,De Baarsjes - Oud-West,52.36627391,4.864991947,Entire home/apt,164,3,4,3/19/2018,0.06,2,85
297220,Lux apt +50m2 Roof Terrace @De Pijp,1532319,Anand,,De Pijp - Rivierenbuurt,52.35755028,4.901441988,Entire home/apt,117,6,83,6/30/2018,0.98,1,0
300067,Nice big Room close to centre,1545992,Kaya,,Oud-Oost,52.35668265,4.916947232,Private room,45,4,9,2/12/2018,0.11,1,74
301220,Cosy apartment in charming Jordaan,1550321,Frederika,,Centrum-West,52.37154369,4.875964529,Entire home/apt,125,3,83,2/28/2017,0.99,1,0
302426,Sunny family flat in the Jordaan!,1557454,Lia & Reinier,,Centrum-West,52.37997195,4.8870704,Entire home/apt,126,5,14,9/10/2017,0.17,1,0
304189,Smack dab middle of Amsterdam,1565512,Benjamin,,Centrum-West,52.37093878,4.876535074,Entire home/apt,155,5,79,8/13/2018,0.95,1,106
305200,Split level Design Canal Apartment,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36956941,4.888304336,Entire home/apt,550,2,3,11/18/2018,0.1,2,103
305809,Canal & Parkview Apartment,1573009,Clyde,,Westerpark,52.38448469,4.87116192,Entire home/apt,295,1,121,10/21/2018,1.49,1,360
306852,"SunShine, A Sunny Amsterdam Special",1141485,Gisèle And Simon,,Centrum-Oost,52.35955185,4.897903333,Entire home/apt,195,3,11,10/27/2018,0.15,2,0
307470,Unique waterfront canal apartment,1582009,Michiel,,Centrum-Oost,52.37311832,4.906528146,Entire home/apt,130,21,6,2/22/2016,0.08,1,67
307497,Sailing Ship Amsterdam Centre (1),1582128,Petra,,Westerpark,52.3933676,4.883008782,Entire home/apt,464,2,87,12/3/2018,1.15,2,124
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,,Centrum-Oost,52.35853174,4.897510929,Private room,90,3,25,3/4/2018,0.44,2,71
309436,"Luxurious 17C Canal Villa Studio, 
Free Parking",1570754,Janet,,Oud-Noord,52.39992284,4.920000148,Private room,135,2,61,8/6/2018,0.88,1,354
310722,Cozy Central Apartment Amsterdam,1598424,Valentijn,,De Baarsjes - Oud-West,52.35901103,4.864397798,Entire home/apt,169,2,28,10/22/2016,0.4,1,0
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,,Centrum-West,52.37143338,4.87666714,Entire home/apt,200,3,72,9/23/2018,0.9,1,362
311584,40 m2 Appartment near Leidseplein ,1023895,Luca And Aldo,,De Baarsjes - Oud-West,52.36683954,4.876758402,Entire home/apt,100,3,53,10/14/2017,0.64,1,0
311694,Excellent Room-2 Centre Amsterdam,1480817,Gerard,,Centrum-Oost,52.36176207,4.893214501,Private room,115,2,9,6/8/2018,0.2,2,333
313778,3 room apartment in popular Amsterdam Oost!,1612893,Nina,,Oostelijk Havengebied - Indische Buurt,52.36439279,4.939439259,Entire home/apt,124,1,48,10/22/2018,0.65,1,30
314082,Comfy and cozy private apartment,1613692,Rosanne,,De Baarsjes - Oud-West,52.36314066,4.862843774,Entire home/apt,111,1,34,11/25/2018,0.42,1,9
314235,Ground floor apartment with patio in De Pijp,1613017,Jasper,,De Pijp - Rivierenbuurt,52.35718095,4.896541019,Entire home/apt,200,4,9,5/31/2015,0.11,1,0
315820,76m2 app near center&park&amstel,1743575,Anna,,Oud-Oost,52.35562206,4.915361669,Entire home/apt,107,4,46,10/28/2018,0.57,1,166
